,COUNTRY,YEAR,HEALTH_EXPENDITURE_PER_CAPITA,LIFE_EXPECTANCY_AT_BIRTH,GOV_DEBT_PCT_OF_GDP,GDP_PER_CAPITA,IMPORTS_PCT_OF_GDP,GOV_ED_SPEND_PCT_GDP,CHAOS
325,Dominican Republic,1964,NA,54.7003170732,NA,272.9138559677,28.0323740281,NA,56
326,Algeria,1964,NA,47.941902439,NA,236.6091817103,29.4397625287,NA,90
327,Ecuador,1964,NA,55.385195122,NA,226.7198140319,20.0662739864,NA,94
328,Euro area,1964,NA,70.2117265423,NA,1358.1542189856,19.4809348049,NA,67
329,Spain,1964,NA,70.3997560976,NA,675.2416391412,11.3836299666,NA,62
330,European Union,1964,NA,70.2259451839,NA,1229.1351304352,20.1082742998,NA,33
331,Finland,1964,NA,69.2209756098,NA,1707.503938247,21.1987576601,NA,60
332,Fiji,1964,NA,57.6388536585,NA,310.8716166613,50.0899280576,NA,65
333,France,1964,NA,70.6634146341,NA,1919.2667177056,13.049451022,NA,13
334,Gabon,1964,NA,41.5685365854,NA,411.7654403028,35.9514815817,NA,74
335,United Kingdom,1964,NA,71.6243902439,NA,1729.3999780357,20.42682017,NA,63
336,Ghana,1964,NA,47.4533658537,NA,230.4312919171,23.8673139159,NA,49
337,Equatorial Guinea,1964,NA,37.9317560976,NA,48.0181587276,38.4281967318,NA,45
338,Greece,1964,NA,69.4294390244,NA,784.9543484329,18.3839685609,NA,34
339,Guatemala,1964,NA,47.8866341463,NA,282.3610918514,18.0894479324,NA,65
340,Guyana,1964,NA,58.7495609756,NA,306.3543829584,53.51901767,NA,92
341,High income,1964,NA,69.1949754949,NA,1780.5131067472,13.3789906274,NA,85
342,"Hong Kong SAR, China",1964,NA,69.1183658537,NA,629.5915257845,78.4648093529,NA,32
343,Honduras,1964,NA,48.9279756098,NA,200.1959028616,24.7483588621,NA,10
344,Indonesia,1964,NA,47.989097561,NA,NA,12.3538775239,NA,60
345,India,1964,NA,44.3715365854,NA,117.8428255628,5.587018574,NA,34
346,Ireland,1964,NA,70.3945853659,NA,965.1354226767,38.8128772687,NA,47
347,"Iran, Islamic Rep.",1964,NA,47.169804878,NA,221.3192340787,16.3303673744,NA,78
348,Iceland,1964,NA,73.5417073171,NA,2297.9206432038,38.5165656166,NA,83
349,Israel,1964,NA,NA,NA,1375.8922558923,16.3762725137,NA,30
350,Italy,1964,NA,70.3117073171,NA,1222.5445404629,12.7134422159,NA,29
351,Jamaica,1964,NA,66.1878536585,NA,517.6104178911,38.9776991433,NA,2
352,Japan,1964,NA,70.1324390244,NA,835.6572524841,9.6908813469,NA,100
353,Kenya,1964,NA,48.861097561,NA,108.5589327528,29.2122309368,NA,98
354,Cambodia,1964,NA,41.8920731707,NA,123.6856207586,15.6934320382,NA,57
355,"Korea, Rep.",1964,NA,56.0216341463,NA,120.0012623696,13.3482022673,NA,13
356,Liberia,1964,NA,36.13,NA,178.8499085855,55.3147114751,NA,40
357,Sri Lanka,1964,NA,61.3635121951,NA,120.1272951628,26.7217400231,NA,74
358,Lower middle income,1964,NA,48.1154079645,NA,122.1301000262,11.5214037846,NA,1
359,Low & middle income,1964,NA,49.4303463941,NA,153.1438311606,8.7780332796,NA,9
360,Lesotho,1964,NA,47.9712439024,NA,56.7345636854,49.5956873315,NA,62
361,Luxembourg,1964,NA,69.4110487805,NA,2755.6331165328,73.746094319,NA,10
362,Morocco,1964,NA,50.142,NA,201.054681009,19.1370694597,NA,73
363,Madagascar,1964,NA,41.8905365854,NA,142.6533295891,19.9278435584,NA,42
364,Mexico,1964,NA,59.0555853659,NA,463.8963604769,9.8582694937,NA,80
365,Middle income,1964,NA,50.1494681618,NA,158.723616837,8.6985729548,NA,89
366,Myanmar,1964,NA,45.955097561,NA,NA,19.474377101,NA,73
367,Mauritania,1964,NA,46.0623414634,NA,157.6112047222,22.6249210627,NA,60
368,Malawi,1964,NA,38.684804878,NA,49.1343232288,28.2530553559,NA,55
369,Malaysia,1964,NA,61.6849512195,NA,287.963186799,42.494233541,NA,22
370,North America,1964,NA,70.3132050502,NA,3478.0858610805,5.3731376499,NA,17
371,Niger,1964,NA,35.787804878,NA,152.8974260323,14.0986407306,NA,93
372,Nigeria,1964,NA,38.8991219512,NA,112.9337305623,15.413193654,NA,97
373,Nicaragua,1964,NA,49.6080731707,NA,170.8059105663,30.499985804,NA,51
374,Netherlands,1964,NA,73.7041463415,NA,1541.9473651903,46.6845256395,NA,88
375,Norway,1964,NA,73.5958536585,NA,1937.8846138593,35.6679000262,NA,30
376,OECD members,1964,NA,68.3566891512,NA,1717.1589354224,11.9835998631,NA,85
377,Peru,1964,NA,49.7280487805,NA,386.2164769956,19.311583296,NA,68
378,Philippines,1964,NA,59.0330731707,NA,175.931192067,18.491132047,NA,55
379,Papua New Guinea,1964,NA,41.2164878049,NA,144.230644508,34.2993396919,NA,33
380,Puerto Rico,1964,NA,69.5922682927,NA,1006.434446095,64.2287517604,NA,54
381,Portugal,1964,NA,64.5638536585,NA,468.7810816354,24.6345661186,NA,80
382,Rwanda,1964,NA,43.3705365854,NA,41.1168715499,12.6153851976,NA,35
383,South Asia,1964,NA,45.3064707371,NA,112.2667010082,6.8655480477,NA,48
384,Sudan,1964,NA,49.8438780488,NA,138.0509045718,17.9354571783,NA,55
385,Senegal,1964,NA,38.4359756098,NA,264.7018032594,18.2214197578,NA,50
386,Singapore,1964,NA,66.9102195122,NA,485.3032597791,133.009247414,NA,19
387,Sierra Leone,1964,NA,31.2303902439,NA,161.6012159616,29.5162238208,NA,89
388,Somalia,1964,NA,38.5651219512,NA,NA,30.4360884575,NA,16
389,Suriname,1964,NA,61.1360243902,NA,374.1543986749,74.1001241208,NA,26
390,Sweden,1964,NA,73.7331707317,NA,2758.9434662403,21.8926933337,NA,50
391,Swaziland,1964,NA,45.3896585366,NA,169.8471683053,46.1060827712,NA,93
392,Syrian Arab Republic,1964,NA,55.030097561,NA,256.3832014837,19.2080913714,NA,2
393,Chad,1964,NA,39.0498780488,NA,120.7733724825,21.3294525176,NA,20
394,Togo,1964,NA,42.8192195122,NA,99.9379495173,35.5796923965,NA,4
395,Thailand,1964,NA,57.1351219512,NA,125.9378948521,18.7752098419,NA,57
396,Trinidad and Tobago,1964,NA,64.4557804878,NA,788.1273498517,64.905004823,NA,71
397,Turkey,1964,NA,48.3063170732,NA,368.989179561,5.4671968191,NA,91
398,Uganda,1964,NA,46.3212682927,NA,76.0447766162,23.0961278383,NA,71
399,Upper middle income,1964,NA,51.8502013148,NA,184.7033137827,7.9373767145,NA,50
400,Uruguay,1964,NA,68.5431463415,NA,NA,11.3432835821,NA,13
401,United States,1964,NA,70.1658536585,NA,3573.9411847474,4.0974044911,NA,30
402,"Venezuela, RB",1964,NA,61.8485609756,NA,961.455764962,15.990640077,NA,97
403,World,1964,NA,54.9774690677,NA,548.2049601248,12.0620524695,NA,66
404,South Africa,1964,NA,50.5817560976,NA,519.3995081892,26.3126413967,NA,34
405,Afghanistan,1965,NA,34.1536829268,NA,101.3216270393,21.4128035719,NA,67
406,Argentina,1965,NA,65.6686829268,NA,NA,4.1505829723,NA,32
407,Australia,1965,NA,70.8502439024,NA,2276.5749534152,15.2706380405,NA,80
408,Austria,1965,NA,69.722195122,NA,1374.5321398608,24.4690216107,NA,29
409,Burundi,1965,NA,42.7901463415,NA,51.6379367565,12.5342894627,NA,95
410,Belgium,1965,NA,70.6253658537,NA,1835.5947655319,42.0067982079,NA,34
411,Benin,1965,NA,39.6327317073,NA,110.1326264829,14.9057105712,NA,24
412,Burkina Faso,1965,NA,36.8377560976,NA,81.7251312882,11.3766205815,NA,91
413,Bangladesh,1965,NA,49.6497560976,NA,105.7873097737,13.3665973042,NA,74
414,Bolivia,1965,NA,44.2364146341,NA,223.2783299318,20.3752198614,NA,93
415,Brazil,1965,NA,56.9238780488,NA,NA,5.5559248429,NA,87
416,Botswana,1965,NA,52.2445853659,NA,76.8600292627,50.6097560976,NA,49
417,Central African Republic,1965,NA,38.7258536585,NA,91.3222201808,37.6693766938,NA,31
418,Canada,1965,NA,71.872195122,NA,2739.5858492819,18.6531211721,NA,2
419,Switzerland,1965,NA,72.2017073171,NA,2620.475547353,27.016682568,NA,29
420,Chile,1965,NA,59.2440731707,NA,693.4305255621,12.5588697017,NA,51
421,China,1965,NA,51.2914390244,NA,98.4867777522,3.2224229357,NA,23
422,Cote d'Ivoire,1965,NA,40.1244146341,NA,217.9687787387,30.1242196471,NA,36
423,Cameroon,1965,NA,43.7151707317,NA,135.9693703539,24.2606463609,NA,62
424,"Congo, Rep.",1965,NA,51.4413658537,NA,171.273173413,53.08640883,NA,75
425,Colombia,1965,NA,59.0621707317,NA,302.4540889651,10.4025487848,NA,86
426,Costa Rica,1965,NA,64.3647804878,NA,373.0321064806,33.483513632,NA,61
427,Denmark,1965,NA,72.3707317073,NA,2243.9315948354,31.5401493383,NA,66
428,Dominican Republic,1965,NA,55.3788292683,NA,228.9535936511,20.2679878392,NA,19
429,Algeria,1965,NA,48.376097561,NA,248.3801423453,25.8330783501,NA,95
430,Ecuador,1965,NA,55.8247073171,NA,454.6654658278,10.2904810923,NA,91
431,"Egypt, Arab Rep.",1965,NA,50.5203902439,NA,165.5693970068,21.3452407442,NA,44
432,Euro area,1965,NA,70.3041953049,NA,1468.8162595079,19.2565660189,NA,43
433,Spain,1965,NA,70.8092682927,NA,774.7616093301,13.1459716917,NA,71
434,European Union,1965,NA,70.3368152519,NA,1327.5339802397,19.7356725878,NA,58
435,Finland,1965,NA,68.977804878,NA,1882.0868576485,21.0452003213,NA,22
436,Fiji,1965,NA,58.0360243902,NA,317.0722638235,54.1952054795,NA,11
437,France,1965,NA,70.812195122,NA,2042.2403837278,12.5741333538,NA,96
438,Gabon,1965,NA,42.326,NA,425.2942386033,37.2972972973,NA,33
439,United Kingdom,1965,NA,71.6243902439,NA,1850.954768555,19.3935705931,NA,57
440,Ghana,1965,NA,47.8076341463,NA,266.3187148775,26.7394270123,NA,91
441,Equatorial Guinea,1965,NA,38.2316585366,NA,240.3186515581,33.0510437849,NA,53
442,Greece,1965,NA,69.638,NA,888.9219979053,19.6348842007,NA,77
443,Guatemala,1965,NA,48.5086097561,NA,281.5868734908,19.6109373299,NA,96
444,Guyana,1965,NA,58.878195122,NA,327.863129218,57.6551724138,NA,53
445,High income,1965,NA,69.319982381,NA,1911.0152539741,13.5369501814,NA,72
446,"Hong Kong SAR, China",1965,NA,69.5553902439,NA,676.8055071101,72.264029241,NA,95
447,Honduras,1965,NA,49.5473658537,NA,216.2041997979,26.8160817851,NA,82
448,Heavily indebted poor countries (HIPC),1965,NA,41.6599517268,NA,117.0698567795,23.0860230161,NA,29
449,Indonesia,1965,NA,48.7544878049,NA,NA,5.4236606064,NA,53
450,India,1965,NA,45.1385121951,NA,121.7047542807,5.1217419398,NA,55
451,Ireland,1965,NA,70.5252926829,NA,1023.7737264094,41.5182090743,NA,77
452,"Iran, Islamic Rep.",1965,NA,47.7281463415,NA,248.3386544351,16.4757606582,NA,6
453,Iceland,1965,NA,73.8687804878,NA,2723.5209498907,34.9568241466,NA,34
454,Israel,1965,NA,NA,NA,1429.3146052803,31.9199272066,NA,3
455,Italy,1965,NA,70.1717073171,NA,1304.4538166197,12.1270491558,NA,6
456,Jamaica,1965,NA,66.5853170732,NA,552.3525893119,36.866359447,NA,58
457,Japan,1965,NA,70.2019512195,NA,919.7766881848,9.1350027061,NA,81
458,Kenya,1965,NA,49.4287560976,NA,104.9921733447,30.6958559753,NA,24
459,Cambodia,1965,NA,42.0955609756,NA,134.3041758084,12.5,NA,55
460,"Korea, Rep.",1965,NA,56.8212439024,NA,105.1262371545,15.9176632723,NA,97
461,Kuwait,1965,NA,63.668902439,NA,4349.9982251252,23.0974632844,NA,80
462,Liberia,1965,NA,36.5933658537,NA,182.9741860925,49.9431215454,NA,53
463,Sri Lanka,1965,NA,61.840902439,NA,152.1246262747,25.4948045522,NA,67
464,Lower middle income,1965,NA,48.7493821467,NA,128.2687206516,10.9160968843,NA,82
465,Low & middle income,1965,NA,50.6245594913,NA,165.9488037266,8.6220869154,NA,22
466,Lesotho,1965,NA,48.1502439024,NA,58.8040113774,53.3163265306,NA,44
467,Luxembourg,1965,NA,69.5610243902,NA,2780.0927188658,75.1034437473,NA,28
468,Morocco,1965,NA,50.5648780488,NA,206.1853151341,16.890080429,NA,18
469,Madagascar,1965,NA,42.3656829268,NA,144.4846299234,19.9999988822,NA,92
470,Mexico,1965,NA,59.4337073171,NA,489.2026968758,9.5271602778,NA,24
471,Middle income,1965,NA,51.4357802936,NA,171.9059951344,8.5345516555,NA,52
472,Myanmar,1965,NA,46.9663902439,NA,NA,20.3830037228,NA,6
473,Mauritania,1965,NA,46.6307317073,NA,174.0959132968,21.6215944663,NA,79
474,Malawi,1965,NA,38.9014146341,NA,56.5356676815,33.2519829164,NA,96
475,Malaysia,1965,NA,62.1904878049,NA,308.9261977271,40.5610475138,NA,28
476,North America,1965,NA,70.3667219118,NA,3727.1401651028,5.5440223376,NA,73
477,Niger,1965,NA,35.8434878049,NA,171.7122533596,14.0155684809,NA,43
478,Nigeria,1965,NA,39.2808780488,NA,116.9305302376,16.0172541169,NA,44
479,Nicaragua,1965,NA,50.2706341463,NA,274.6697412274,32.4070789119,NA,9
480,Netherlands,1965,NA,73.5687804878,NA,1708.0963564886,42.9856785655,NA,14
481,Norway,1965,NA,73.7231707317,NA,2164.4688233674,36.01878714,NA,7
482,Nepal,1965,NA,40.4687804878,NA,67.4247297337,13.9235989633,NA,4
483,OECD members,1965,NA,68.4841936734,NA,1841.1116565693,12.0236145886,NA,50
484,Peru,1965,NA,50.2144390244,NA,445.124201212,19.510384749,NA,58
485,Philippines,1965,NA,59.3332682927,NA,187.1130195957,18.9591899898,NA,44
486,Papua New Guinea,1965,NA,42.037195122,NA,159.2517711303,37.9759192971,NA,69
487,Puerto Rico,1965,NA,69.8697317073,NA,1110.832690825,64.862048794,NA,13
488,Portugal,1965,NA,64.9894634146,NA,520.9106593679,25.8992117714,NA,36
489,Rwanda,1965,NA,43.6014146341,NA,46.026254146,16.9354861472,NA,78
490,South Asia,1965,NA,46.0238624293,NA,117.9665975137,6.4537233084,NA,63
491,Sudan,1965,NA,50.2483658537,NA,139.9156451408,15.0456530369,NA,57
492,Senegal,1965,NA,38.3956829268,NA,261.9222310876,16.9695529601,NA,6
493,Singapore,1965,NA,67.085804878,NA,516.2929285486,134.3672456576,NA,24
494,Sierra Leone,1965,NA,31.5426341463,NA,154.0420104115,31.2816517335,NA,4
495,El Salvador,1965,NA,54.516195122,NA,274.470623369,28.811010345,NA,88
496,Somalia,1965,NA,38.969097561,NA,NA,20.6387559656,NA,95
497,Suriname,1965,NA,61.5065121951,NA,417.8734715897,74.2517129463,NA,98
498,Sweden,1965,NA,73.8617073171,NA,3007.5979781714,22.5438778633,NA,89
499,Swaziland,1965,NA,45.7012439024,NA,179.4382215859,52.5896414343,NA,27
500,Syrian Arab Republic,1965,NA,55.6471707317,NA,272.6835396612,17.0400004677,NA,39
501,Chad,1965,NA,39.3332682927,NA,125.9245699198,17.8130385811,NA,78
502,Togo,1965,NA,43.4447073171,NA,109.6200564928,31.1117710725,NA,52
503,Thailand,1965,NA,57.5205853659,NA,137.9180312504,18.0611430619,NA,65
504,Trinidad and Tobago,1965,NA,64.6517560976,NA,807.270411868,69.3355508038,NA,95
505,Tunisia,1965,NA,45.8144146341,NA,214.0491617813,14.395541034,NA,30
506,Turkey,1965,NA,49.0234390244,NA,385.3025838359,5.3953488372,NA,26
507,Uganda,1965,NA,46.8794878049,NA,110.4108354262,24.358974359,NA,23
508,Upper middle income,1965,NA,53.6780443815,NA,204.164874837,7.8368660013,NA,57
509,Uruguay,1965,NA,68.606804878,NA,NA,11.4754098361,NA,32
510,United States,1965,NA,70.2146341463,NA,3827.5271097204,4.2355788624,NA,62
511,"Venezuela, RB",1965,NA,62.4109512195,NA,966.5689785803,16.9836966257,NA,72
512,World,1965,NA,55.8268475121,NA,585.3750794055,12.1261771015,NA,99
513,South Africa,1965,NA,50.9718292683,NA,554.779128298,27.5862075986,NA,85
514,Afghanistan,1966,NA,34.6631219512,NA,137.9467829545,18.5714286179,NA,63
515,Argentina,1966,NA,65.7822439024,NA,NA,4.9896880335,NA,55
516,Australia,1966,NA,70.8195121951,NA,2338.9006930277,15.1364458326,NA,25
517,Austria,1966,NA,70.0458536585,NA,1486.9686060057,25.2168611262,NA,99
518,Burundi,1966,NA,43.0550731707,NA,52.4574885177,12.9921803763,NA,98
519,Belgium,1966,NA,70.7063414634,NA,1957.6260804276,44.3696402394,NA,85
520,Benin,1966,NA,40.1482439024,NA,112.973563921,16.1960629696,NA,99
521,Burkina Faso,1966,NA,37.3090487805,NA,82.5456368947,11.6484883365,NA,49
522,Bangladesh,1966,NA,49.7330487805,NA,111.6537240305,12.6518221476,NA,4
523,Bolivia,1966,NA,44.5431219512,NA,239.3750889783,21.1698469267,NA,97
524,Brazil,1966,NA,57.323195122,NA,NA,5.991669227,NA,43
525,Botswana,1966,NA,52.6212195122,NA,83.9638215337,50.9485094851,NA,58
526,Central African Republic,1966,NA,39.2727560976,NA,93.8454345815,42.5257731959,NA,3
527,Canada,1966,NA,72.0043902439,NA,3010.7059075795,19.3063082692,NA,38
528,Switzerland,1966,NA,72.3356097561,NA,2784.7335477165,26.7657795222,NA,43
529,Chile,1966,NA,59.7651219512,NA,786.7430699339,13.698630137,NA,95
530,China,1966,NA,54.2041219512,NA,104.3245661811,3.2708779443,NA,98
531,Cote d'Ivoire,1966,NA,40.7619268293,NA,232.7478331611,28.6963551922,NA,24
532,Cameroon,1966,NA,44.1585121951,NA,139.1730815247,23.5772364707,NA,47
533,"Congo, Rep.",1966,NA,51.8886585366,NA,185.3333420448,51.1070110701,NA,19
534,Colombia,1966,NA,59.4633414634,NA,276.4887516953,15.0757414182,NA,81
535,Costa Rica,1966,NA,64.8777317073,NA,394.1724309374,30.8436727378,NA,96
536,Denmark,1966,NA,72.4441463415,NA,2443.2597913502,30.7832083643,NA,33
537,Dominican Republic,1966,NA,56.0442682927,NA,245.8903522462,25.3379408476,NA,52
538,Algeria,1966,NA,48.790804878,NA,234.1907753813,24.6535720041,NA,22
539,Ecuador,1966,NA,56.2256585366,NA,449.3984329497,11.1143691995,NA,65
540,"Egypt, Arab Rep.",1966,NA,50.9204878049,NA,168.647077371,19.8965162865,NA,88
541,Euro area,1966,NA,70.5843303835,NA,1588.5981184863,19.7533153943,NA,86
542,Spain,1966,NA,71.0551219512,NA,889.6598720115,13.5562540234,NA,63
543,European Union,1966,NA,70.5672701506,NA,1428.142831388,19.9600883754,NA,44
544,Finland,1966,NA,69.4770731707,NA,2010.2134561973,20.6314224816,NA,67
545,Fiji,1966,NA,58.426195122,NA,316.176267907,47.9532163743,NA,47
546,France,1966,NA,70.9609756098,NA,2189.6708878716,13.2487383966,NA,71
547,Gabon,1966,NA,43.1589756098,NA,453.1275351313,39.5695264188,NA,60
548,United Kingdom,1966,NA,71.5731707317,NA,1959.6278296213,18.8996534325,NA,95
549,Ghana,1966,NA,48.1409756098,NA,269.4592355726,19.6310935441,NA,22
550,"Gambia, The",1966,NA,34.7322439024,NA,108.3152948901,43.5773274224,NA,55
551,Equatorial Guinea,1966,NA,38.5320731707,NA,250.8803136458,30.84454734,NA,82
552,Greece,1966,NA,69.8374634146,NA,981.6523944701,18.1449190476,NA,51
553,Guatemala,1966,NA,49.161097561,NA,286.2182231296,19.1342489394,NA,11
554,Guyana,1966,NA,59.0058536585,NA,345.3039900729,60.1594650206,NA,91
555,High income,1966,NA,69.5626723846,NA,2073.6026433468,13.843042917,NA,66
556,"Hong Kong SAR, China",1966,NA,69.9614878049,NA,685.9266141351,79.4426550903,NA,46
557,Honduras,1966,NA,50.1476585366,NA,227.2300942801,30.0754614056,NA,9
558,Heavily indebted poor countries (HIPC),1966,NA,42.0610560576,NA,123.6329480864,22.6035313157,NA,51
559,Indonesia,1966,NA,49.5072439024,NA,NA,20.8855543193,NA,63
560,India,1966,NA,45.9023658537,NA,91.7968816968,6.5567023966,NA,91
561,Ireland,1966,NA,70.6414146341,NA,1074.5065055496,40.879992798,NA,78
562,"Iran, Islamic Rep.",1966,NA,48.3007560976,NA,264.976835662,17.6125865178,NA,43
563,Iceland,1966,NA,73.3004878049,NA,3215.6941780433,33.861963678,NA,12
564,Israel,1966,NA,72.2856097561,NA,1513.8836059338,29.6733668342,NA,15
565,Italy,1966,NA,70.926097561,NA,1402.4423544103,13.0073132741,NA,86
566,Jamaica,1966,NA,66.9498292683,NA,615.0651610171,35.8692877202,NA,51
567,Japan,1966,NA,70.9865853659,NA,1058.503560909,9.0306124278,NA,91
568,Kenya,1966,NA,49.9816829268,NA,118.5562820473,30.8728022514,NA,81
569,Cambodia,1966,NA,42.3265121951,NA,138.7595516167,12.8125,NA,1
570,"Korea, Rep.",1966,NA,57.6577073171,NA,129.3008281929,20.1285177228,NA,1
571,Kuwait,1966,NA,64.2224390244,NA,4482.4608186696,24.355971897,NA,60
572,Liberia,1966,NA,37.096195122,NA,190.4922761871,53.3421691528,NA,16
573,Sri Lanka,1966,NA,62.345,NA,153.1139599821,25.8486266043,NA,61
574,Lower middle income,1966,NA,49.3596813484,NA,113.2434298148,13.9465236803,NA,64
575,Low & middle income,1966,NA,51.8672694696,NA,165.1753935903,9.3481748924,NA,29
576,Lesotho,1966,NA,48.2827560976,NA,59.5741529402,56.5432098765,NA,13
577,Luxembourg,1966,NA,69.6744634146,NA,2900.4332184398,70.6234852421,NA,58
578,Morocco,1966,NA,50.9780487805,NA,196.0238669905,19.3734542457,NA,18
579,Madagascar,1966,NA,42.8428292683,NA,152.1215708674,23.1980668345,NA,15
580,Mexico,1966,NA,59.7932195122,NA,528.9442456524,9.0074657503,NA,87
581,Middle income,1966,NA,52.7830376545,NA,170.7045220146,9.2625594429,NA,13
582,Myanmar,1966,NA,47.9766829268,NA,NA,13.6847746765,NA,88
583,Mauritania,1966,NA,47.1646829268,NA,176.479287022,21.0536019947,NA,44
584,Malawi,1966,NA,39.1505609756,NA,62.6243246911,37.311827957,NA,83
585,Malaysia,1966,NA,62.6763658537,NA,319.3317187283,39.21008833,NA,58
586,North America,1966,NA,70.3780704719,NA,4040.8790099139,5.8911400659,NA,85
587,Niger,1966,NA,35.8996585366,NA,174.171503929,16.0857536751,NA,98
588,Nigeria,1966,NA,39.6511219512,NA,124.0210798707,14.6224548133,NA,25
589,Nicaragua,1966,NA,50.9412926829,NA,285.4611442604,34.1206090529,NA,72
590,Netherlands,1966,NA,73.5129268293,NA,1835.8014235103,42.5573450517,NA,55
591,Norway,1966,NA,73.9953658537,NA,2317.1948838266,36.6497215476,NA,54
592,Nepal,1966,NA,40.8636585366,NA,81.6898241678,8.7566939135,NA,55
593,OECD members,1966,NA,68.7593745022,NA,1997.7155629022,12.3192889833,NA,48
594,Peru,1966,NA,50.7367804878,NA,511.97054801,19.686520137,NA,71
595,Philippines,1966,NA,59.6362439024,NA,199.9355553024,18.3013103947,NA,61
596,Papua New Guinea,1966,NA,42.8795609756,NA,177.0373747793,40.1317674019,NA,32
597,Puerto Rico,1966,NA,70.186195122,NA,1207.8118244035,64.2958513799,NA,24
598,Portugal,1966,NA,65.4062682927,NA,575.0076806682,25.5628939019,NA,30
599,Rwanda,1966,NA,43.7972682927,NA,37.5181723284,19.9981672172,NA,7
600,South Asia,1966,NA,46.7099841618,NA,96.810218369,7.6230714447,NA,97
601,Sudan,1966,NA,50.6533658537,NA,139.5439318799,13.9485393693,NA,70
602,Senegal,1966,NA,38.3758536585,NA,262.3528709375,18.1333247423,NA,89
603,Singapore,1966,NA,67.2559512195,NA,566.5374796392,130.5621795636,NA,22
604,Sierra Leone,1966,NA,31.9482195122,NA,158.7115103122,31.6181953766,NA,34
605,El Salvador,1966,NA,55.0165365854,NA,282.4947871032,29.7788105689,NA,7
606,Somalia,1966,NA,39.3720731707,NA,NA,22.5739825936,NA,16
607,Suriname,1966,NA,61.8792682927,NA,501.558025075,59.8772647575,NA,75
608,Sweden,1966,NA,74.0785365854,NA,3240.6110369329,21.9369169095,NA,80
609,Swaziland,1966,NA,46.0532926829,NA,191.5260913561,73.7704918033,NA,39
610,Syrian Arab Republic,1966,NA,56.2987073171,NA,240.5842393361,22.9897587502,NA,98
611,Chad,1966,NA,39.6513902439,NA,128.2901556781,17.963219244,NA,81
612,Togo,1966,NA,44.0686341463,NA,121.8335573502,31.2235331625,NA,49
613,Thailand,1966,NA,57.890097561,NA,161.0056787263,17.94586899,NA,21
614,Trinidad and Tobago,1966,NA,64.7701707317,NA,786.7529753565,36.0602885468,NA,8
615,Tunisia,1966,NA,46.7749512195,NA,220.0096125883,13.4858188472,NA,39
616,Turkey,1966,NA,49.7157317073,NA,445.239415743,5.6648308419,NA,62
617,Uganda,1966,NA,47.3937317073,NA,111.6361451909,25.3252647504,NA,41
